"","X","SYMBOL","padj_species","padj_human","variable","value","L1"
"1414","ENSG00000186453","FAM228A","ns","sig","olive_baboon",-3.57972272328736,"olive_baboon"
"1415","ENSG00000206531","CD200R1L","ns","sig","olive_baboon",5.49995637027528,"olive_baboon"
"1416","ENSG00000112280","COL9A1","ns","sig","olive_baboon",5.49899468887023,"olive_baboon"
"1417","ENSG00000180871","CXCR2","ns","sig","olive_baboon",3.78575000201217,"olive_baboon"
"1418","ENSG00000160791","CCR5","ns","sig","olive_baboon",3.76859662340627,"olive_baboon"
"1419","ENSG00000185269","NOTUM","ns","sig","olive_baboon",4.09671165506764,"olive_baboon"
"1420","ENSG00000079257","LXN","ns","sig","olive_baboon",4.33000144862531,"olive_baboon"
"1421","ENSG00000171435","KSR2","ns","sig","olive_baboon",-3.4135572801114,"olive_baboon"
"1422","ENSG00000104722","NEFM","ns","sig","olive_baboon",5.02123221361453,"olive_baboon"
"1423","ENSG00000132465","JCHAIN","ns","sig","olive_baboon",-3.00917529135538,"olive_baboon"
"1424","ENSG00000226124","FTCDNL1","ns","sig","olive_baboon",-3.59036816361709,"olive_baboon"
"1425","ENSG00000273748","AL592183.1","ns","sig","olive_baboon",-3.06345791197362,"olive_baboon"
"1426","ENSG00000225968","ELFN1","ns","sig","olive_baboon",4.36645156048808,"olive_baboon"
"1427","ENSG00000184786","TCTE3","ns","sig","olive_baboon",2.96097362109934,"olive_baboon"
"1428","ENSG00000179388","EGR3","ns","sig","olive_baboon",3.17134470366859,"olive_baboon"
"1429","ENSG00000150672","DLG2","ns","sig","olive_baboon",2.98765441418516,"olive_baboon"
"1430","ENSG00000186907","RTN4RL2","ns","sig","olive_baboon",3.17004394983664,"olive_baboon"
"1431","ENSG00000277586","NEFL","ns","sig","olive_baboon",5.7067981632359,"olive_baboon"
"1432","ENSG00000138798","EGF","ns","sig","olive_baboon",3.46961158499275,"olive_baboon"
"1433","ENSG00000134258","VTCN1","ns","sig","olive_baboon",9.82529153340932,"olive_baboon"
"1434","ENSG00000106511","MEOX2","ns","sig","olive_baboon",2.5884791468076,"olive_baboon"
"1435","ENSG00000182107","TMEM30B","ns","sig","olive_baboon",2.72789766242075,"olive_baboon"
"1436","ENSG00000125965","GDF5","ns","sig","olive_baboon",3.96803346941407,"olive_baboon"
"1437","ENSG00000117069","ST6GALNAC5","ns","sig","olive_baboon",4.06611534824145,"olive_baboon"
"1438","ENSG00000184792","OSBP2","ns","sig","olive_baboon",-4.36823763231412,"olive_baboon"
"1439","ENSG00000266714","MYO15B","ns","sig","olive_baboon",5.03303871760583,"olive_baboon"
"1440","ENSG00000073605","GSDMB","ns","sig","olive_baboon",5.50558625241823,"olive_baboon"
"1441","ENSG00000145242","EPHA5","ns","sig","olive_baboon",3.77258628050254,"olive_baboon"
"1442","ENSG00000124772","CPNE5","ns","sig","olive_baboon",3.75835719298749,"olive_baboon"
"1443","ENSG00000117245","KIF17","ns","sig","olive_baboon",3.92282055453474,"olive_baboon"
"1444","ENSG00000179528","LBX2","ns","sig","olive_baboon",2.93952537508682,"olive_baboon"
"1445","ENSG00000075340","ADD2","ns","sig","olive_baboon",4.26545059883157,"olive_baboon"
"1446","ENSG00000196743","GM2A","sig","sig","olive_baboon",2.41971328471536,"olive_baboon"
"1447","ENSG00000010310","GIPR","ns","sig","olive_baboon",2.72666532086595,"olive_baboon"
"1448","ENSG00000111490","TBC1D30","ns","sig","olive_baboon",5.49566685181575,"olive_baboon"
"1449","ENSG00000004139","SARM1","sig","sig","olive_baboon",2.27595967432997,"olive_baboon"
"1450","ENSG00000169507","SLC38A11","ns","sig","olive_baboon",2.40231921043192,"olive_baboon"
"1451","ENSG00000116741","RGS2","sig","sig","olive_baboon",3.72711560404628,"olive_baboon"
"1452","ENSG00000238741","SCARNA7","ns","sig","olive_baboon",4.26640207040684,"olive_baboon"
"1453","ENSG00000149300","C11orf52","ns","sig","olive_baboon",2.34061356324509,"olive_baboon"
"1454","ENSG00000103710","RASL12","ns","sig","olive_baboon",3.76581253663598,"olive_baboon"
"1455","ENSG00000070371","CLTCL1","sig","sig","olive_baboon",2.05846944564801,"olive_baboon"
"1456","ENSG00000163827","LRRC2","sig","sig","olive_baboon",2.6774106700911,"olive_baboon"
"1457","ENSG00000177076","ACER2","sig","sig","olive_baboon",2.38546306242023,"olive_baboon"
"1458","ENSG00000214193","SH3D21","ns","sig","olive_baboon",1.99154657192336,"olive_baboon"
"1459","ENSG00000137642","SORL1","sig","sig","olive_baboon",2.28607675348539,"olive_baboon"
"1460","ENSG00000164082","GRM2","ns","sig","olive_baboon",3.26246899335355,"olive_baboon"
"1461","ENSG00000235961","PNMA6A","ns","sig","olive_baboon",3.04948398042148,"olive_baboon"
"1462","ENSG00000128683","GAD1","ns","ns","olive_baboon",1.76641416508826,"olive_baboon"
"1463","ENSG00000171811","CFAP46","sig","sig","olive_baboon",1.74669534063256,"olive_baboon"
"1464","ENSG00000114115","RBP1","ns","sig","olive_baboon",1.73384783613528,"olive_baboon"
"1465","ENSG00000105613","MAST1","ns","sig","olive_baboon",3.55649946265379,"olive_baboon"
"1466","ENSG00000179314","WSCD1","sig","sig","olive_baboon",1.51359031718451,"olive_baboon"
"1467","ENSG00000162849","KIF26B","sig","sig","olive_baboon",2.53308081443849,"olive_baboon"
"1468","ENSG00000176428","VPS37D","ns","ns","olive_baboon",1.41675510004611,"olive_baboon"
"1469","ENSG00000102387","TAF7L","ns","sig","olive_baboon",4.11465210506089,"olive_baboon"
"1470","ENSG00000167011","NAT16","ns","sig","olive_baboon",2.3508561157383,"olive_baboon"
"1471","ENSG00000168913","ENHO","ns","ns","olive_baboon",1.47830588967958,"olive_baboon"
"1472","ENSG00000197748","CFAP43","ns","sig","olive_baboon",3.05686203658086,"olive_baboon"
"1473","ENSG00000275342","PRAG1","sig","sig","olive_baboon",1.84893103946986,"olive_baboon"
"1474","ENSG00000099617","EFNA2","ns","sig","olive_baboon",1.18695320561713,"olive_baboon"
"1475","ENSG00000095539","SEMA4G","ns","ns","olive_baboon",1.95268221430739,"olive_baboon"
"1476","ENSG00000068078","FGFR3","sig","sig","olive_baboon",1.1589626165508,"olive_baboon"
"1477","ENSG00000176244","ACBD7","sig","ns","olive_baboon",1.97509677241334,"olive_baboon"
"1478","ENSG00000235098","ANKRD65","sig","sig","olive_baboon",1.85879774828539,"olive_baboon"
"1479","ENSG00000184163","C1QTNF12","sig","ns","olive_baboon",1.72148358805681,"olive_baboon"
"1480","ENSG00000143028","SYPL2","sig","sig","olive_baboon",2.32163110650598,"olive_baboon"
"1481","ENSG00000168646","AXIN2","sig","sig","olive_baboon",1.00975439341642,"olive_baboon"
"1482","ENSG00000174600","CMKLR1","sig","sig","olive_baboon",1.15794925581766,"olive_baboon"
"1483","ENSG00000154146","NRGN","sig","ns","olive_baboon",2.08525664703326,"olive_baboon"
"1484","ENSG00000137672","TRPC6","sig","sig","olive_baboon",0.90926005358541,"olive_baboon"
"1485","ENSG00000198846","TOX","sig","ns","olive_baboon",1.57014154695278,"olive_baboon"
"1486","ENSG00000139209","SLC38A4","sig","sig","olive_baboon",2.43567545702318,"olive_baboon"
"1487","ENSG00000160801","PTH1R","sig","ns","olive_baboon",1.22642773317365,"olive_baboon"
"1488","ENSG00000204822","MRPL53","sig","sig","olive_baboon",0.731833123119021,"olive_baboon"
"1489","ENSG00000110436","SLC1A2","sig","sig","olive_baboon",1.37513445240794,"olive_baboon"
"1490","ENSG00000128011","LRFN1","sig","ns","olive_baboon",0.681976858238448,"olive_baboon"
"1491","ENSG00000091622","PITPNM3","sig","ns","olive_baboon",0.630189610730975,"olive_baboon"
"1492","ENSG00000126950","TMEM35A","sig","sig","olive_baboon",2.08092266248452,"olive_baboon"
"1493","ENSG00000224420","ADM5","sig","ns","olive_baboon",0.934007235352419,"olive_baboon"
"1494","ENSG00000104059","FAM189A1","sig","ns","olive_baboon",1.0227224272249,"olive_baboon"
"1495","ENSG00000141542","RAB40B","sig","ns","olive_baboon",0.356132230689506,"olive_baboon"
"1496","ENSG00000166603","MC4R","ns","ns","olive_baboon",2.43920020226785,"olive_baboon"
"1497","ENSG00000135324","MRAP2","sig","ns","olive_baboon",0.940133109747335,"olive_baboon"
"1498","ENSG00000131242","RAB11FIP4","sig","ns","olive_baboon",1.19298403360469,"olive_baboon"
"1499","ENSG00000178184","PARD6G","sig","ns","olive_baboon",0.667175143109237,"olive_baboon"
"1500","ENSG00000161682","FAM171A2","sig","ns","olive_baboon",0.454482903096552,"olive_baboon"
