"","X","SYMBOL","padj_species","padj_human","variable","value","L1"
"53","ENSG00000163235","TGFA","","ns","human_related_pigtailed_macaque ",4.20270278608263,"pigtailed_macaque"
"54","ENSG00000172156","CCL11","","ns","human_related_pigtailed_macaque ",4.13402157331848,"pigtailed_macaque"
"55","ENSG00000235750","KIAA0040","","ns","human_related_pigtailed_macaque ",4.04054620242306,"pigtailed_macaque"
"56","ENSG00000149633","KIAA1755","","sig","human_related_pigtailed_macaque ",3.99629156897808,"pigtailed_macaque"
"57","ENSG00000101842","VSIG1","","ns","human_related_pigtailed_macaque ",3.53598431333538,"pigtailed_macaque"
"58","ENSG00000163644","PPM1K","","ns","human_related_pigtailed_macaque ",3.52363587748023,"pigtailed_macaque"
"59","ENSG00000170542","SERPINB9","","ns","human_related_pigtailed_macaque ",3.42093677006206,"pigtailed_macaque"
"60","ENSG00000105639","JAK3","","ns","human_related_pigtailed_macaque ",3.02495501427338,"pigtailed_macaque"
"61","ENSG00000003147","ICA1","","ns","human_related_pigtailed_macaque ",2.84661563798417,"pigtailed_macaque"
"62","ENSG00000134028","ADAMDEC1","","sig","human_related_pigtailed_macaque ",1.8756826944061,"pigtailed_macaque"
"63","ENSG00000078053","AMPH","","sig","human_related_pigtailed_macaque ",0.0580504363629511,"pigtailed_macaque"
"64","ENSG00000117425","PTCH2","","sig","human_related_pigtailed_macaque ",-0.678590187585837,"pigtailed_macaque"
"65","ENSG00000105227","PRX","","sig","human_related_pigtailed_macaque ",-1.47734311532052,"pigtailed_macaque"
"66","ENSG00000226174","TEX22","","ns","human_related_pigtailed_macaque ",-3.04937433885599,"pigtailed_macaque"
"67","ENSG00000155966","AFF2","","ns","human_related_pigtailed_macaque ",-3.45760807893987,"pigtailed_macaque"
"68","ENSG00000101463","SYNDIG1","","ns","human_related_pigtailed_macaque ",-3.74049641370458,"pigtailed_macaque"
"69","ENSG00000157470","FAM81A","","ns","human_related_pigtailed_macaque ",-3.77548478460341,"pigtailed_macaque"
"70","ENSG00000204642","HLA-F","sig","","pigtailed_macaque",2.65592140860483,"pigtailed_macaque"
"71","ENSG00000137198","GMPR","sig","","pigtailed_macaque",1.99542215619555,"pigtailed_macaque"
"72","ENSG00000115919","KYNU","sig","","pigtailed_macaque",1.10954135525136,"pigtailed_macaque"
"73","ENSG00000162711","NLRP3","sig","","pigtailed_macaque",-0.850849037379702,"pigtailed_macaque"
"74","ENSG00000179583","CIITA","sig","","pigtailed_macaque",0.404469785215066,"pigtailed_macaque"
"75","ENSG00000188582","PAQR9","sig","","pigtailed_macaque",1.10534921222439,"pigtailed_macaque"
"76","ENSG00000163235","TGFA","sig","","pigtailed_macaque",-0.292731520304081,"pigtailed_macaque"
"77","ENSG00000172156","CCL11","sig","","pigtailed_macaque",1.04082012290288,"pigtailed_macaque"
"78","ENSG00000235750","KIAA0040","sig","","pigtailed_macaque",0.594752128654776,"pigtailed_macaque"
"79","ENSG00000149633","KIAA1755","sig","","pigtailed_macaque",0.825673646574197,"pigtailed_macaque"
"80","ENSG00000101842","VSIG1","sig","","pigtailed_macaque",-0.765465330161805,"pigtailed_macaque"
"81","ENSG00000163644","PPM1K","sig","","pigtailed_macaque",-0.280399801660493,"pigtailed_macaque"
"82","ENSG00000170542","SERPINB9","sig","","pigtailed_macaque",-0.159855871402428,"pigtailed_macaque"
