"","X","SYMBOL","padj_species","padj_human","variable","value","L1"
"102","ENSG00000141668","CBLN2","","ns","human_related_olive_baboon ",4.62922762447485,"olive_baboon"
"103","ENSG00000118113","MMP8","","ns","human_related_olive_baboon ",4.22346882892909,"olive_baboon"
"104","ENSG00000243232","PCDHAC2","","sig","human_related_olive_baboon ",4.19821633655091,"olive_baboon"
"105","ENSG00000167105","TMEM92","","ns","human_related_olive_baboon ",3.48019203954609,"olive_baboon"
"106","ENSG00000155629","PIK3AP1","sig","","olive_baboon",0.359554317240127,"olive_baboon"
"107","ENSG00000168334","XIRP1","sig","","olive_baboon",-0.361470813654496,"olive_baboon"
"108","ENSG00000084628","NKAIN1","sig","","olive_baboon",-1.44851005547018,"olive_baboon"
"109","ENSG00000141668","CBLN2","sig","","olive_baboon",-1.23577712497371,"olive_baboon"
"110","ENSG00000118113","MMP8","sig","","olive_baboon",-0.361481742415186,"olive_baboon"
"111","ENSG00000243232","PCDHAC2","sig","","olive_baboon",-1.50645737269665,"olive_baboon"
"112","ENSG00000167105","TMEM92","sig","","olive_baboon",0.0273255271906716,"olive_baboon"
