"","X","log2FoldChange_species_ref","padj_species_ref","SYMBOL_species_ref","log2FoldChange_human_ref","padj_human_ref","SYMBOL_human_ref","differs","significance","SYMBOL"
"301","ENSG00000173852",-0.913665913617186,9.9026284171389e-10,"DPY19L1",-0.946894763893748,9.70103934610833e-11,"DPY19L1","not","sig","DPY19L1"
"302","ENSG00000196305",-1.04251160731401,1.01946113810203e-09,"IARS",-1.03946997170668,1.01004566372873e-09,"IARS","not","sig","IARS"
"303","ENSG00000078053",4.67476208795222,1.0546173204241e-09,"AMPH",4.50524377809943,1.56327655454943e-09,"AMPH","not","sig","AMPH"
"304","ENSG00000148848",-0.724829688038657,1.07649070211632e-09,"ADAM12",-0.918387263975064,6.31197500138879e-15,"ADAM12","not","sig","ADAM12"
"305","ENSG00000129667",1.33060807911487,1.1364932825342e-09,"RHBDF2",1.33396214205682,9.58409957554739e-10,"RHBDF2","not","sig","RHBDF2"
"306","ENSG00000100243",-0.81292019897255,1.19596075256932e-09,"CYB5R3",-0.8110330878327,1.227773719259e-09,"CYB5R3","not","sig","CYB5R3"
"307","ENSG00000090621",-0.613782206149485,1.21948962204623e-09,"PABPC4",-0.592940594905211,5.19263131798571e-09,"PABPC4","not","sig","PABPC4"
"308","ENSG00000154229",-0.768492933334669,1.59994159911839e-09,"PRKCA",-0.960966569081845,2.08017074416388e-14,"PRKCA","not","sig","PRKCA"
"309","ENSG00000155287",1.34992435882614,1.6012142979538e-09,"SLC25A28",1.37371492844418,1.20723932754004e-09,"SLC25A28","not","sig","SLC25A28"
"310","ENSG00000187097",-0.785897851324849,1.6352584737765e-09,"ENTPD5",-0.817058635032286,4.06208905140549e-11,"ENTPD5","not","sig","ENTPD5"
"311","ENSG00000133874",1.04118189669979,1.68625603001015e-09,"RNF122",1.04958142940973,5.15839152263158e-16,"RNF122","not","sig","RNF122"
"312","ENSG00000158773",0.993837994128695,1.68625603001015e-09,"USF1",0.955350432496127,5.48218438394828e-09,"USF1","not","sig","USF1"
"313","ENSG00000184500",-1.50397074376798,1.73775676795071e-09,"PROS1",-1.54543280767667,1.69146058156974e-09,"PROS1","not","sig","PROS1"
"314","ENSG00000151470",1.12401541569525,1.76327709791147e-09,"C4orf33",1.12826869131823,1.64329794963942e-09,"C4orf33","not","sig","C4orf33"
"315","ENSG00000177294",5.75512553712464,1.76502786882883e-09,"FBXO39",5.43242713366889,8.82256058543983e-09,"FBXO39","not","sig","FBXO39"
"316","ENSG00000136026",-0.501378433311701,2.1551831120588e-09,"CKAP4",-0.496720090913982,4.33285372941995e-09,"CKAP4","not","sig","CKAP4"
"317","ENSG00000107262",0.831597285116324,2.22745069718358e-09,"BAG1",0.710571531318858,3.35620495798914e-08,"BAG1","not","sig","BAG1"
"318","ENSG00000178904",-1.15770302056059,2.23068455100367e-09,"DPY19L3",-1.14086982550463,1.89708356020552e-09,"DPY19L3","not","sig","DPY19L3"
"319","ENSG00000277599",1.13714031765029,2.7787778322083e-09,NA,NA,NA,NA,"different","nonsig","ENSG00000277599"
"320","ENSG00000116663",1.07993004830028,2.83032379625e-09,"FBXO6",1.10261959980415,2.98060118234935e-10,"FBXO6","not","sig","FBXO6"
"321","ENSG00000204642",1.39168119786266,2.95431578967486e-09,"HLA-F",1.14991337167203,6.63181645026235e-07,"HLA-F","not","sig","HLA-F"
"322","ENSG00000102452",-1.34386038052526,3.00424322722399e-09,"NALCN",-1.34107174654883,5.08996796622305e-09,"NALCN","not","sig","NALCN"
"323","ENSG00000163739",2.37090837048866,3.23669722125412e-09,"CXCL1",2.28823864242079,1.6772162609324e-08,"CXCL1","not","sig","CXCL1"
"324","ENSG00000138180",-0.574675753883362,3.47034731908857e-09,"CEP55",-0.538321876302468,6.34205383339163e-08,"CEP55","not","sig","CEP55"
"325","ENSG00000113504",1.46914429627076,3.5121325071894e-09,"SLC12A7",1.34129316416406,4.52029521335686e-08,"SLC12A7","not","sig","SLC12A7"
"326","ENSG00000186318",-0.60347951687214,3.52734135047455e-09,"BACE1",-0.584200475354613,4.15783089929217e-09,"BACE1","not","sig","BACE1"
"327","ENSG00000172432",0.734809149722593,3.60177338286965e-09,"GTPBP2",0.739116437630805,3.16174126870889e-09,"GTPBP2","not","sig","GTPBP2"
"328","ENSG00000079257",1.83756918220638,3.90676986750744e-09,"LXN",1.84617352021731,2.33267720942366e-09,"LXN","not","sig","LXN"
"329","ENSG00000110906",-0.597424905539328,4.10010083869965e-09,"KCTD10",-0.604616093208069,1.08307591445754e-08,"KCTD10","not","sig","KCTD10"
"330","ENSG00000166272",0.448236616152017,4.21127737970385e-09,"WBP1L",0.454209332610976,3.95701955735203e-09,"WBP1L","not","sig","WBP1L"
"331","ENSG00000148484",-0.597300318738298,4.38293968980694e-09,"RSU1",-0.608152762210394,7.20092181487714e-10,"RSU1","not","sig","RSU1"
"332","ENSG00000123240",1.01483233127985,4.62861554312777e-09,"OPTN",1.01596277149611,3.58918203780808e-09,"OPTN","not","sig","OPTN"
"333","ENSG00000121858",2.40030073722653,4.70394877928841e-09,"TNFSF10",2.51389872480595,1.72680255065416e-08,"TNFSF10","not","sig","TNFSF10"
"334","ENSG00000198380",-0.721465482465369,4.73424131409575e-09,"GFPT1",-0.74558880659055,5.92281503168993e-10,"GFPT1","not","sig","GFPT1"
"335","ENSG00000130037",1.07203182999746,4.79694218028663e-09,"KCNA5",0.915254607199908,5.16663421548639e-08,"KCNA5","not","sig","KCNA5"
"336","ENSG00000166598",-0.907242910038962,4.8304819162867e-09,"HSP90B1",-0.896725152881452,8.08885050036473e-09,"HSP90B1","not","sig","HSP90B1"
"337","ENSG00000129472",0.701666312457774,5.25226703270032e-09,"RAB2B",0.688781416931087,5.19263131798571e-09,"RAB2B","not","sig","RAB2B"
"338","ENSG00000127863",1.15805931227077,5.47175442280055e-09,"TNFRSF19",1.17914792185387,2.76815646031616e-09,"TNFRSF19","not","sig","TNFRSF19"
"339","ENSG00000168477",-1.64947502367754,5.68026231243248e-09,"TNXB",-1.57082832860214,1.09373661686271e-07,"TNXB","not","sig","TNXB"
"340","ENSG00000138744",-1.0650323995551,6.2891502574217e-09,"NAAA",-1.00901695896571,3.25072038005166e-08,"NAAA","not","sig","NAAA"
"341","ENSG00000104219",-0.897331059862184,6.900418758008e-09,"ZDHHC2",-0.811388873576025,1.3428293622463e-07,"ZDHHC2","not","sig","ZDHHC2"
"342","ENSG00000197121",-1.0987209017646,6.94231001961549e-09,"PGAP1",-1.1511186736914,9.03264438465968e-12,"PGAP1","not","sig","PGAP1"
"343","ENSG00000064999",0.739663045072164,6.9804115960466e-09,"ANKS1A",0.705019625336159,2.11771506617368e-09,"ANKS1A","not","sig","ANKS1A"
"344","ENSG00000011426",-0.651540273904952,6.99594912122264e-09,"ANLN",-0.647818286715792,8.85431685725012e-09,"ANLN","not","sig","ANLN"
"345","ENSG00000170100",-0.803923401543447,7.90570594651174e-09,"ZNF778",-0.759321010787947,2.73351135322401e-12,"ZNF778","not","sig","ZNF778"
"346","ENSG00000115486",-0.603577810557481,8.26507801547241e-09,"GGCX",-0.597666736135436,1.1595710902338e-08,"GGCX","not","sig","GGCX"
"347","ENSG00000187678",0.813163676487153,8.6615314251076e-09,"SPRY4",0.821003293135061,1.70335795228224e-08,"SPRY4","not","sig","SPRY4"
"348","ENSG00000117528",-0.820912990011674,8.67519749358029e-09,"ABCD3",-0.793133361165747,6.20665504664578e-09,"ABCD3","not","sig","ABCD3"
"349","ENSG00000115687",-0.77685246743,8.71619789997106e-09,"PASK",-0.724860504441523,1.72371488455315e-08,"PASK","not","sig","PASK"
"350","ENSG00000102595",-1.2309360206855,9.99388724447725e-09,"UGGT2",-1.22091055447471,1.13217898894861e-08,"UGGT2","not","sig","UGGT2"
"351","ENSG00000135148",0.736696985655747,1.00642510222841e-08,"TRAFD1",0.749017644791969,5.13189035737676e-09,"TRAFD1","not","sig","TRAFD1"
"352","ENSG00000262655",-1.5738263596947,1.00873753037477e-08,"SPON1",-1.61994055615857,2.08152412586423e-09,"SPON1","not","sig","SPON1"
"353","ENSG00000106829",0.626077945614404,1.05187583868672e-08,"TLE4",0.644131345969562,1.65454497179865e-09,"TLE4","not","sig","TLE4"
"354","ENSG00000143337",0.682395724738081,1.15404742060532e-08,"TOR1AIP1",0.655995980948066,1.66323624862058e-08,"TOR1AIP1","not","sig","TOR1AIP1"
"355","ENSG00000106080",-0.961120987885548,1.18924799997618e-08,"FKBP14",-0.912509991307458,6.050476700144e-10,"FKBP14","not","sig","FKBP14"
"356","ENSG00000176953",0.76791561461782,1.18924799997618e-08,"NFATC2IP",0.723558137348076,1.21435349364507e-08,"NFATC2IP","not","sig","NFATC2IP"
"357","ENSG00000196569",-1.0396202666616,1.29954878958498e-08,"LAMA2",-1.03201232938531,1.33049642198163e-08,"LAMA2","not","sig","LAMA2"
"358","ENSG00000197142",1.08080881797176,1.29954878958498e-08,"ACSL5",1.07205891342814,1.70543318755656e-08,"ACSL5","not","sig","ACSL5"
"359","ENSG00000118271",-0.776442009379594,1.32673366997375e-08,"TTR",-0.754053887555518,1.12965493390347e-07,"TTR","not","sig","TTR"
"360","ENSG00000100441",0.483233959710332,1.33178211467254e-08,"KHNYN",0.456997460716836,2.15637053384214e-07,"KHNYN","not","sig","KHNYN"
"361","ENSG00000164597",-0.626389749693324,1.3367336476873e-08,"COG5",-0.603186153736431,3.35620495798914e-08,"COG5","not","sig","COG5"
"362","ENSG00000077232",-0.821693222097517,1.41957800237596e-08,"DNAJC10",-0.80092458467286,3.48526441462301e-08,"DNAJC10","not","sig","DNAJC10"
"363","ENSG00000135111",0.829121032974759,1.47516567802692e-08,"TBX3",0.866450519044983,1.05382675578793e-09,"TBX3","not","sig","TBX3"
"364","ENSG00000139921",0.776513776892735,1.58791703184886e-08,"TMX1",0.739088970854939,1.63115920018875e-08,"TMX1","not","sig","TMX1"
"365","ENSG00000196549",-0.948866473252454,1.68580150099067e-08,"MME",-1.02793269039855,6.31196320090786e-10,"MME","not","sig","MME"
"366","ENSG00000139971",-1.35264718574582,1.70963482051731e-08,"ARMH4",-1.66880507753047,1.53591056461001e-13,"ARMH4","not","sig","ARMH4"
"367","ENSG00000183010",-1.56231292749012,1.70963482051731e-08,"PYCR1",-1.55737592603137,3.03606581101733e-08,"PYCR1","not","sig","PYCR1"
"368","ENSG00000077150",1.0108639518801,1.71935749198543e-08,"NFKB2",1.01008930309601,1.77571932141906e-08,"NFKB2","not","sig","NFKB2"
"369","ENSG00000077943",-0.765771702322751,1.86450758700191e-08,"ITGA8",-0.74120009925142,1.09432606095511e-07,"ITGA8","not","sig","ITGA8"
"370","ENSG00000013375",-0.54154078119762,1.94782740071543e-08,"PGM3",-0.533155497050573,6.49582009774391e-09,"PGM3","not","sig","PGM3"
"371","ENSG00000116741",1.10059655576085,2.17249100736452e-08,"RGS2",1.11649397090344,2.52818669647277e-08,"RGS2","not","sig","RGS2"
"372","ENSG00000176485",1.69607609073966,2.2395637421107e-08,"PLA2G16",1.68969276957144,2.19724953463056e-08,"PLA2G16","not","sig","PLA2G16"
"373","ENSG00000130779",-0.57638363334503,2.24571884628591e-08,"CLIP1",-0.56586569225743,4.63634805237118e-08,"CLIP1","not","sig","CLIP1"
"374","ENSG00000100196",-0.877484159340912,2.32837635672866e-08,"KDELR3",-0.884018953554323,1.00578338384086e-08,"KDELR3","not","sig","KDELR3"
"375","ENSG00000107554",0.670177976023573,2.32837635672866e-08,"DNMBP",0.67379576109756,8.30159131008909e-09,"DNMBP","not","sig","DNMBP"
"376","ENSG00000122335",-0.774922030572604,2.5706523317973e-08,"SERAC1",-0.790271686957161,1.6772162609324e-08,"SERAC1","not","sig","SERAC1"
"377","ENSG00000158270",-1.1117701857306,2.68990744635636e-08,"COLEC12",-1.09921932018645,4.09857027359538e-08,"COLEC12","not","sig","COLEC12"
"378","ENSG00000105939",0.914906174697934,2.73775263739584e-08,"ZC3HAV1",0.483318073961921,0.00552868662736388,"ZC3HAV1","not","sig","ZC3HAV1"
"379","ENSG00000137509",-0.876409555011284,2.85566185525622e-08,"PRCP",-0.865231979625842,1.53801855043272e-08,"PRCP","not","sig","PRCP"
"380","ENSG00000120690",0.697690721447046,2.86944977581718e-08,"ELF1",0.69798812407552,1.66654269542859e-08,"ELF1","not","sig","ELF1"
"381","ENSG00000112977",-1.03774491916347,2.98855893996593e-08,"DAP",-0.919135850550961,3.12331370776054e-08,"DAP","not","sig","DAP"
"382","ENSG00000136514",4.25205753160557,3.03768966205405e-08,"RTP4",3.78148873618183,7.1402348348402e-07,"RTP4","not","sig","RTP4"
"383","ENSG00000168779",0.675866564225075,3.25921291858697e-08,"SHOX2",0.690608898816483,4.80860378788605e-08,"SHOX2","not","sig","SHOX2"
"384","ENSG00000182704",0.78419492513731,3.28866575411837e-08,"TSKU",0.795073830622333,1.06869792052846e-08,"TSKU","not","sig","TSKU"
"385","ENSG00000181222",0.644379306175517,3.46552662784923e-08,NA,0.648751211385455,2.26291355557568e-08,NA,"not","sig","ENSG00000181222"
"386","ENSG00000136240",-0.760341966367403,3.561365413658e-08,"KDELR2",-0.760600947417202,2.9990019830587e-08,"KDELR2","not","sig","KDELR2"
"387","ENSG00000105402",1.0116655009265,3.65709341627178e-08,"NAPA",1.05285556942598,1.45849897814028e-08,"NAPA","not","sig","NAPA"
"388","ENSG00000050438",-1.5417840367574,3.66634435302224e-08,"SLC4A8",-1.53883350067613,7.51875346151359e-09,"SLC4A8","not","sig","SLC4A8"
"389","ENSG00000184575",-0.866661536412361,3.78789219714845e-08,"XPOT",-0.882249032011266,1.86962361418704e-08,"XPOT","not","sig","XPOT"
"390","ENSG00000106976",-1.01196030689332,3.86336757345616e-08,"DNM1",-0.937490959511303,2.26984542018128e-07,"DNM1","not","sig","DNM1"
"391","ENSG00000064687",-0.941552076117176,3.99722963406679e-08,"ABCA7",-0.9123114037829,9.00067011857883e-08,"ABCA7","not","sig","ABCA7"
"392","ENSG00000197712",-0.76863891451419,4.2306533316884e-08,"FAM114A1",-0.748924436949467,1.12716752154365e-07,"FAM114A1","not","sig","FAM114A1"
"393","ENSG00000138134",0.981257435245929,4.26452882240352e-08,"STAMBPL1",0.958060557927709,4.6151346374363e-08,"STAMBPL1","not","sig","STAMBPL1"
"394","ENSG00000100918",4.7848304873652,4.35411880304933e-08,"REC8",4.63152517881158,1.09373661686271e-07,"REC8","not","sig","REC8"
"395","ENSG00000139289",0.816697880462166,4.46693836177993e-08,"PHLDA1",0.825420389829544,1.98648946893273e-08,"PHLDA1","not","sig","PHLDA1"
"396","ENSG00000081041",2.94120814588435,4.51552044883054e-08,"CXCL2",2.99409382197662,1.34907737825356e-06,"CXCL2","not","sig","CXCL2"
"397","ENSG00000111674",1.13458231518077,4.73246079713805e-08,"ENO2",1.12109180518686,4.71939495978458e-08,"ENO2","not","sig","ENO2"
"398","ENSG00000184988",1.34875687512461,4.73246079713805e-08,"TMEM106A",1.36783291328679,7.31011678174346e-17,"TMEM106A","not","sig","TMEM106A"
"399","ENSG00000145730",-0.904258913577238,4.84175416313113e-08,"PAM",-0.903687474996718,4.67547383263512e-08,"PAM","not","sig","PAM"
"400","ENSG00000117475",0.770256353472699,4.8497272252391e-08,"BLZF1",0.716940199374589,2.25892161764616e-07,"BLZF1","not","sig","BLZF1"
"401","ENSG00000069431",-0.883887189060503,4.92758068741441e-08,"ABCC9",-0.849937840513045,1.09432606095511e-07,"ABCC9","not","sig","ABCC9"
"402","ENSG00000237441",0.644954456848503,5.59653327608922e-08,"RGL2",-0.200483591658723,0.273672986598923,"RGL2","different","nonsig","RGL2"
"403","ENSG00000168487",-0.855061967076739,5.60192970236823e-08,"BMP1",-0.843508182178227,8.50741885625985e-08,"BMP1","not","sig","BMP1"
"404","ENSG00000133131",-0.738866362541926,5.72388890924875e-08,"MORC4",-0.73882883253212,4.52029521335686e-08,"MORC4","not","sig","MORC4"
"405","ENSG00000146278",0.833566228570074,5.9494938699627e-08,"PNRC1",0.81879003370586,1.60235810277643e-07,"PNRC1","not","sig","PNRC1"
"406","ENSG00000050165",-0.973753779794165,5.95195637529625e-08,"DKK3",-0.949860806021398,9.10189856364506e-08,"DKK3","not","sig","DKK3"
"407","ENSG00000197208",0.716495503350724,6.03095894307385e-08,"SLC22A4",0.648875773945472,1.54746329326417e-06,"SLC22A4","not","sig","SLC22A4"
"408","ENSG00000114686",-0.502470292603138,6.24340505772019e-08,"MRPL3",-0.55191399785509,1.32993728195673e-08,"MRPL3","not","sig","MRPL3"
"409","ENSG00000221946",-0.68193214270416,6.31012909449861e-08,"FXYD7",NA,NA,"FXYD7","different","nonsig","FXYD7"
"410","ENSG00000184588",0.81030986941423,6.35808967668126e-08,"PDE4B",0.815800096822005,6.97848265242744e-08,"PDE4B","not","sig","PDE4B"
"411","ENSG00000164211",0.75404869746288,6.72199977221513e-08,"STARD4",0.77621004943644,5.14780399115051e-09,"STARD4","not","sig","STARD4"
"412","ENSG00000164307",0.808484381422739,6.77039305987071e-08,"ERAP1",0.762849597859849,4.4487881571787e-07,"ERAP1","not","sig","ERAP1"
"413","ENSG00000129353",-0.745320428569172,6.9951356614771e-08,"SLC44A2",-0.750413694466527,4.58156300725322e-08,"SLC44A2","not","sig","SLC44A2"
"414","ENSG00000185880",3.03504817757025,7.28283035970419e-08,"TRIM69",3.42670017397196,1.42330341392129e-32,"TRIM69","not","sig","TRIM69"
"415","ENSG00000158445",-0.945728238529685,7.39106384505852e-08,"KCNB1",-0.982379973857484,1.43637235050974e-06,"KCNB1","not","sig","KCNB1"
"416","ENSG00000104723",-0.610442753847191,7.46601284688161e-08,"TUSC3",-0.608690354441675,8.70720199805078e-08,"TUSC3","not","sig","TUSC3"
"417","ENSG00000124762",0.836631647962413,7.69492484300796e-08,"CDKN1A",0.82520748362262,1.16173480718486e-07,"CDKN1A","not","sig","CDKN1A"
"418","ENSG00000173530",-0.851537601929718,7.9319447482675e-08,"TNFRSF10D",-1.19495168719628,4.60913837505589e-18,"TNFRSF10D","not","sig","TNFRSF10D"
"419","ENSG00000177076",1.51790696665882,8.33442757335056e-08,"ACER2",1.85991980060393,0.000983175699759994,"ACER2","not","sig","ACER2"
"420","ENSG00000137821",-0.613992332012811,8.55458159217972e-08,"LRRC49",-0.603578388220962,8.16504367289288e-08,"LRRC49","not","sig","LRRC49"
"421","ENSG00000174348",-1.29221816771231,8.77372633205628e-08,"PODN",-1.29892825171106,7.61492999947803e-08,"PODN","not","sig","PODN"
"422","ENSG00000142166",-0.653833299214966,8.88349812212421e-08,"IFNAR1",-0.550132505764198,9.3855928166139e-07,"IFNAR1","not","sig","IFNAR1"
"423","ENSG00000116962",-0.656781267677429,9.25254929059733e-08,"NID1",-0.651692238513393,9.96995793980719e-08,"NID1","not","sig","NID1"
"424","ENSG00000134569",-1.23133417939853,9.36602214087152e-08,"LRP4",-1.17612153587658,3.34188652934853e-07,"LRP4","not","sig","LRP4"
"425","ENSG00000184677",0.570876958229483,9.64163017234255e-08,"ZBTB40",0.631499158369239,1.19305605281176e-11,"ZBTB40","not","sig","ZBTB40"
"426","ENSG00000278144",0.994677986370041,9.72296530830446e-08,NA,NA,NA,NA,"different","nonsig","ENSG00000278144"
"427","ENSG00000139641",-0.460212596610938,1.00032798839857e-07,"ESYT1",-0.453497207540119,1.60505903577137e-07,"ESYT1","not","sig","ESYT1"
"428","ENSG00000171914",-0.677209261182025,1.00239287718331e-07,"TLN2",-0.677893726250272,8.50741885625985e-08,"TLN2","not","sig","TLN2"
"429","ENSG00000100600",-0.680411957895805,1.00841520172881e-07,"LGMN",-0.67162172787615,1.90319959730575e-07,"LGMN","not","sig","LGMN"
"430","ENSG00000071242",-1.30828292266724,1.03978960424024e-07,"RPS6KA2",-1.29183928542778,2.8354031175031e-07,"RPS6KA2","not","sig","RPS6KA2"
"431","ENSG00000113389",-0.996225220161108,1.08239332163871e-07,"NPR3",-0.958593319610568,3.16283667500341e-09,"NPR3","not","sig","NPR3"
"432","ENSG00000011028",-0.912522042747458,1.13332514172531e-07,"MRC2",-0.914845241066268,9.37995400128027e-08,"MRC2","not","sig","MRC2"
"433","ENSG00000141756",-1.12572129843848,1.15075932065345e-07,"FKBP10",-1.11916338189148,1.10539454436118e-07,"FKBP10","not","sig","FKBP10"
"434","ENSG00000054356",-0.887457882193113,1.16937131836111e-07,"PTPRN",-0.876862915612886,1.4546982737171e-07,"PTPRN","not","sig","PTPRN"
"435","ENSG00000115414",-0.78480369330847,1.17083407556045e-07,"FN1",-0.781137488181582,1.09432606095511e-07,"FN1","not","sig","FN1"
"436","ENSG00000130066",1.12552107081854,1.26473687005442e-07,"SAT1",1.11647909111592,1.13523761957149e-07,"SAT1","not","sig","SAT1"
"437","ENSG00000139192",1.06205323199494,1.28124655611941e-07,"TAPBPL",1.06299027948529,9.96379806113721e-08,"TAPBPL","not","sig","TAPBPL"
"438","ENSG00000112715",0.59493752852385,1.34224274291226e-07,"VEGFA",0.601342976524907,1.3096220793529e-07,"VEGFA","not","sig","VEGFA"
"439","ENSG00000123595",0.571591395097515,1.34224274291226e-07,"RAB9A",0.553743667026975,2.30842309976377e-07,"RAB9A","not","sig","RAB9A"
"440","ENSG00000135069",-1.76954932177151,1.34224274291226e-07,"PSAT1",-1.7494694883642,3.24759886231884e-07,"PSAT1","not","sig","PSAT1"
"441","ENSG00000117385",-0.791694501055951,1.34376147289524e-07,"P3H1",-0.804015678572373,5.00617752106827e-08,"P3H1","not","sig","P3H1"
"442","ENSG00000162267",-1.1585294890918,1.35083895752873e-07,"ITIH3",-1.12525745441686,6.50127851066727e-08,"ITIH3","not","sig","ITIH3"
"443","ENSG00000135424",-1.16879789549355,1.37594608465251e-07,"ITGA7",-1.05408557571508,3.34678262834233e-06,"ITGA7","not","sig","ITGA7"
"444","ENSG00000092096",-0.964386911834044,1.41608469853106e-07,"SLC22A17",-0.947997772928241,3.28744104208771e-07,"SLC22A17","not","sig","SLC22A17"
"445","ENSG00000166340",-0.716725083338508,1.42029158065147e-07,"TPP1",-0.719649128762626,2.56044076480895e-08,"TPP1","not","sig","TPP1"
"446","ENSG00000140465",3.32481777631053,1.42699941735151e-07,"CYP1A1",3.35229497555264,1.72067513747405e-07,"CYP1A1","not","sig","CYP1A1"
"447","ENSG00000104763",-0.948560895587936,1.55386679122702e-07,"ASAH1",-0.932033418013475,2.92183992312458e-07,"ASAH1","not","sig","ASAH1"
"448","ENSG00000163249",-0.833318521935954,1.61422921571647e-07,"CCNYL1",-0.818157629603676,5.08459974047557e-08,"CCNYL1","not","sig","CCNYL1"
"449","ENSG00000140545",-1.10722754041021,1.65970729815815e-07,"MFGE8",-1.08422085049484,2.43548100792176e-07,"MFGE8","not","sig","MFGE8"
"450","ENSG00000109320",0.562769948855715,1.66234906471988e-07,"NFKB1",0.569612147406068,8.96727800078393e-08,"NFKB1","not","sig","NFKB1"
"451","ENSG00000135862",-0.444331588204699,1.69346898550727e-07,"LAMC1",-0.433468389990278,2.51438857029917e-07,"LAMC1","not","sig","LAMC1"
"452","ENSG00000080815",0.343769162082387,1.7002444177134e-07,"PSEN1",0.331184113527232,5.10887498230576e-07,"PSEN1","not","sig","PSEN1"
"453","ENSG00000047644",-0.46033572163716,1.71626161476807e-07,"WWC3",-0.425767286155123,7.7786752255028e-09,"WWC3","not","sig","WWC3"
"454","ENSG00000090615",-0.496872766216165,1.82884876957593e-07,"GOLGA3",-0.48075304084378,7.73394347798254e-06,"GOLGA3","not","sig","GOLGA3"
"455","ENSG00000120805",-0.413757164401748,1.83139832685542e-07,"ARL1",-0.421054350607621,2.76028740590166e-09,"ARL1","not","sig","ARL1"
"456","ENSG00000104973",0.597307545682267,1.83679285178265e-07,"MED25",0.631046410334521,3.95701955735203e-09,"MED25","not","sig","MED25"
"457","ENSG00000164099",-0.892982064773264,1.97835019490927e-07,"PRSS12",-0.832842780711483,1.5232683157597e-06,"PRSS12","not","sig","PRSS12"
"458","ENSG00000102384",-0.65078359681574,1.98685445722482e-07,"CENPI",-0.649666865871333,1.8010852785229e-07,"CENPI","not","sig","CENPI"
"459","ENSG00000160190",2.39979133165321,1.98685445722482e-07,"SLC37A1",2.15156618569969,1.12943271529146e-05,"SLC37A1","not","sig","SLC37A1"
"460","ENSG00000144401",-0.70670832343136,2.00947130097603e-07,"METTL21A",-0.691338834884011,2.05746329529503e-07,"METTL21A","not","sig","METTL21A"
"461","ENSG00000111450",-0.621606874169449,2.16028496806261e-07,"STX2",-0.592982065632936,2.74278543362479e-06,"STX2","not","sig","STX2"
"462","ENSG00000120533",0.724356150600481,2.33933478945242e-07,"ENY2",0.816971636822317,2.86040406455236e-09,"ENY2","not","sig","ENY2"
"463","ENSG00000084234",-0.789389429813771,2.46560505756627e-07,"APLP2",-0.783896672574831,2.94958577321691e-07,"APLP2","not","sig","APLP2"
"464","ENSG00000146433",-0.543080843954528,2.48698008757008e-07,"TMEM181",-0.563496786885413,3.60013036280682e-08,"TMEM181","not","sig","TMEM181"
"465","ENSG00000067221",1.18612148157468,2.52902576176245e-07,"STOML1",1.13926669613055,5.29394239119366e-07,"STOML1","not","sig","STOML1"
"466","ENSG00000174059",2.1950038753444,2.54761450495012e-07,"CD34",2.08521616412059,8.82246669008498e-08,"CD34","not","sig","CD34"
"467","ENSG00000241973",-0.337709960613911,2.54761450495012e-07,"PI4KA",-0.37717522763798,4.71939495978458e-08,"PI4KA","not","sig","PI4KA"
"468","ENSG00000137573",-0.779461963548378,2.55687067781529e-07,"SULF1",-0.767927722560887,2.88793256306456e-07,"SULF1","not","sig","SULF1"
"469","ENSG00000083720",-0.714619409002645,2.58077769498911e-07,"OXCT1",-0.61853226673801,7.52559884234397e-06,"OXCT1","not","sig","OXCT1"
"470","ENSG00000169660",1.15073528605821,2.71009296410518e-07,"HEXDC",1.08123488512443,1.61445258561963e-06,"HEXDC","not","sig","HEXDC"
"471","ENSG00000129055",-0.474105189176464,2.7655663709989e-07,"ANAPC13",-0.418724171513617,6.54802386382156e-08,"ANAPC13","not","sig","ANAPC13"
"472","ENSG00000177239",-0.710150915531358,2.83858772098937e-07,"MAN1B1",-0.779851370583347,1.3270296427279e-08,"MAN1B1","not","sig","MAN1B1"
"473","ENSG00000164694",-1.16743929315094,2.91473883630008e-07,"FNDC1",-1.1504294583243,1.50262535407146e-07,"FNDC1","not","sig","FNDC1"
"474","ENSG00000160255",-0.541665345430586,2.94199931522823e-07,"ITGB2",-0.497798091091902,1.85168358448875e-06,"ITGB2","not","sig","ITGB2"
"475","ENSG00000120833",0.717290394494637,2.95131918504265e-07,"SOCS2",0.614351252860437,4.56708233648082e-06,"SOCS2","not","sig","SOCS2"
"476","ENSG00000135363",1.75967541867414,3.16369186272184e-07,"LMO2",1.80432212985181,1.11940217066138e-07,"LMO2","not","sig","LMO2"
"477","ENSG00000138639",0.682782562775266,3.17226403372659e-07,"ARHGAP24",0.640230470154869,1.05898776122175e-06,"ARHGAP24","not","sig","ARHGAP24"
"478","ENSG00000169032",0.491666682847247,3.25127796860479e-07,"MAP2K1",0.474009768229466,1.62468068567286e-06,"MAP2K1","not","sig","MAP2K1"
"479","ENSG00000104689",0.613199872664216,3.31905181566383e-07,"TNFRSF10A",0.713362637974074,1.4726132888933e-08,"TNFRSF10A","not","sig","TNFRSF10A"
"480","ENSG00000142627",0.731018196507284,3.43625508091696e-07,"EPHA2",0.75707853238353,1.07968187601102e-07,"EPHA2","not","sig","EPHA2"
"481","ENSG00000166482",-1.51220915553511,3.50611751049712e-07,"MFAP4",-1.49519335711112,3.98938587599674e-07,"MFAP4","not","sig","MFAP4"
"482","ENSG00000170266",-0.699886336093476,3.5791315488082e-07,"GLB1",-0.691737855003234,4.87124111384196e-07,"GLB1","not","sig","GLB1"
