"","X","log2FoldChange_human_ref","padj_human_ref","SYMBOL_human_ref","log2FoldChange_species_ref","padj_species_ref","SYMBOL_species_ref","differs","significance","SYMBOL"
"467","ENSG00000136052",1.77197949987936,2.75919410542623e-24,"SLC41A2",1.67504499235894,1.19273861291639e-15,"SLC41A2","not","sig","SLC41A2"
"468","ENSG00000196954",1.51856172043188,2.8499087862282e-24,"CASP4",1.5553229424807,1.5956144687811e-25,"CASP4","not","sig","CASP4"
"469","ENSG00000159055",-1.35793446216705,3.13572872978998e-24,"MIS18A",-1.34152677583444,8.79240310884303e-25,"MIS18A","not","sig","MIS18A"
"470","ENSG00000138378",3.67396905862794,3.61237471899433e-24,"STAT4",3.67157826269004,1.65828090253972e-24,"STAT4","not","sig","STAT4"
"471","ENSG00000176890",-1.39666099454938,4.01443093795082e-24,"TYMS",-1.38179156539989,3.0853826727193e-22,"TYMS","not","sig","TYMS"
"472","ENSG00000077522",6.84558006121033,4.28394406905388e-24,"ACTN2",6.60676580766554,1.25163156595989e-23,"ACTN2","not","sig","ACTN2"
"473","ENSG00000137310",-1.54267701425657,4.63345696569004e-24,"TCF19",-1.55766631517939,4.84558452864774e-25,"TCF19","not","sig","TCF19"
"474","ENSG00000135821",0.778520387473595,4.79584338186272e-24,"GLUL",0.784404733746791,5.05088264468276e-31,"GLUL","not","sig","GLUL"
"475","ENSG00000149131",1.87273482606454,4.94865456516958e-24,"SERPING1",1.8685875177477,6.80159042367275e-25,"SERPING1","not","sig","SERPING1"
"476","ENSG00000133030",-1.14012877798497,5.05807922562336e-24,"MPRIP",-1.12392297701303,9.53879813518318e-24,"MPRIP","not","sig","MPRIP"
"477","ENSG00000101412",-2.05112952555769,5.33601655725147e-24,"E2F1",-2.04686582376862,1.94958212842627e-25,"E2F1","not","sig","E2F1"
"478","ENSG00000171016",-1.76649644018815,5.48150902493784e-24,"PYGO1",-1.83387108333571,4.27979033770002e-24,"PYGO1","not","sig","PYGO1"
"479","ENSG00000116711",1.53164301842372,5.92919993793662e-24,"PLA2G4A",1.53745730844093,7.08430873770105e-23,"PLA2G4A","not","sig","PLA2G4A"
"480","ENSG00000183853",0.934845787054181,5.96879401680797e-24,"KIRREL1",0.940246272625565,2.23225335174854e-11,"KIRREL1","not","sig","KIRREL1"
"481","ENSG00000107104",-1.03103463064117,6.02455040529757e-24,"KANK1",-1.01324435821177,6.61441826605747e-24,"KANK1","not","sig","KANK1"
"482","ENSG00000075239",-1.02422220280282,6.56773834887478e-24,"ACAT1",-1.04499640489155,3.82492855607382e-20,"ACAT1","not","sig","ACAT1"
"483","ENSG00000073331",1.30445192343883,6.67036214912703e-24,"ALPK1",1.42801353846944,1.55927054457297e-27,"ALPK1","not","sig","ALPK1"
"484","ENSG00000121380",7.91564400536392,7.43995020319277e-24,"BCL2L14",7.83277014069165,9.43577876578265e-24,"BCL2L14","not","sig","BCL2L14"
"485","ENSG00000117152",2.20931964099846,7.47865749537862e-24,"RGS4",2.2149186983374,1.56355557600914e-23,"RGS4","not","sig","RGS4"
"486","ENSG00000119915",4.79847559004343,7.47865749537862e-24,"ELOVL3",4.81084124303167,1.20007271717128e-24,"ELOVL3","not","sig","ELOVL3"
"487","ENSG00000123360",3.12742318187697,8.08388798148098e-24,"PDE1B",3.14123112551753,7.4436284026184e-28,"PDE1B","not","sig","PDE1B"
"488","ENSG00000135604",1.9698971355711,9.42830474603212e-24,"STX11",1.85828847848088,3.57266158959758e-21,"STX11","not","sig","STX11"
"489","ENSG00000022267",-1.8180166947243,9.90622334387993e-24,"FHL1",-1.82496597807951,8.52272022197885e-24,"FHL1","not","sig","FHL1"
"490","ENSG00000088367",-1.18895926037095,1.13518176808274e-23,"EPB41L1",-1.19531642807053,1.33715952061057e-21,"EPB41L1","not","sig","EPB41L1"
"491","ENSG00000197614",-1.73694171782608,1.5483875445731e-23,"MFAP5",-1.18661846163537,2.10586185833404e-08,"MFAP5","not","sig","MFAP5"
"492","ENSG00000112276",1.50874310516322,1.59080442909239e-23,"BVES",1.6624152595772,6.99953092985129e-23,"BVES","not","sig","BVES"
"493","ENSG00000135373",6.97291395132305,1.65751557647943e-23,"EHF",7.16787282714807,6.50750917970131e-35,"EHF","not","sig","EHF"
"494","ENSG00000186470",3.37632809347573,1.69369217055863e-23,"BTN3A2",4.77386210315771,8.51656710645177e-10,"BTN3A2","not","sig","BTN3A2"
"495","ENSG00000074590",-1.65362795914558,1.95742630961325e-23,"NUAK1",-1.65782794363262,4.75544798855116e-21,"NUAK1","not","sig","NUAK1"
"496","ENSG00000135363",4.009024350352,1.95864108153902e-23,"LMO2",3.6466299356732,1.00459083745333e-09,"LMO2","not","sig","LMO2"
"497","ENSG00000139173",-1.99009614127629,1.95864108153902e-23,"TMEM117",-2.11339145241304,7.79165692886816e-19,"TMEM117","not","sig","TMEM117"
"498","ENSG00000167034",2.22245325683451,2.37221634453528e-23,"NKX3-1",2.22980073101591,2.5462002357292e-23,"NKX3-1","not","sig","NKX3-1"
"499","ENSG00000009307",-0.953448998852011,2.45234569733552e-23,"CSDE1",-0.937139675290095,3.21133590894979e-20,"CSDE1","not","sig","CSDE1"
"500","ENSG00000176601",1.78532963461891,2.61537601601948e-23,"MAP3K19",1.65689691613129,1.81078110682564e-15,"MAP3K19","not","sig","MAP3K19"
