"","X","log2FoldChange_human_ref","padj_human_ref","SYMBOL_human_ref","log2FoldChange_species_ref","padj_species_ref","SYMBOL_species_ref","differs","significance","SYMBOL"
"271","ENSG00000154122",-1.02465947162928,3.63262524139109e-37,"ANKH",-0.951717215609567,2.26308746700688e-28,"ANKH","not","sig","ANKH"
"272","ENSG00000035403",-0.889001269352121,3.74886898345794e-37,"VCL",-0.901548948388941,1.70597852803913e-38,"VCL","not","sig","VCL"
"273","ENSG00000178607",1.70312048105548,5.1402792608074e-37,"ERN1",1.81190222456814,6.44027330562411e-45,"ERN1","not","sig","ERN1"
"274","ENSG00000133943",1.43971227201222,5.81060709063114e-37,"DGLUCY",1.42244172911845,1.59876592910329e-36,"DGLUCY","not","sig","DGLUCY"
"275","ENSG00000118946",4.80388732433014,6.3331635311148e-37,"PCDH17",4.69542216674453,5.15639889785433e-39,"PCDH17","not","sig","PCDH17"
"276","ENSG00000183722",1.08029119647647,6.9825316588962e-37,"LHFPL6",1.13660074962028,1.92685576027785e-32,"LHFPL6","not","sig","LHFPL6"
"277","ENSG00000090530",2.62602752314886,8.73338864474414e-37,"P3H2",2.58956077822085,9.96807873658465e-35,"P3H2","not","sig","P3H2"
"278","ENSG00000144837",5.25759663508847,9.28631655913788e-37,"PLA1A",5.37734640936222,1.04107752842896e-37,"PLA1A","not","sig","PLA1A"
"279","ENSG00000120217",3.39372056404376,1.05429462610545e-36,"CD274",3.38294633318447,2.92400204056804e-36,"CD274","not","sig","CD274"
"280","ENSG00000149131",1.95411058028663,1.7557955628499e-36,"SERPING1",2.01159460817305,5.40310061253729e-35,"SERPING1","not","sig","SERPING1"
"281","ENSG00000158555",-1.69511302029973,4.60295865228319e-36,"GDPD5",-1.70127011257771,5.83890909022802e-37,"GDPD5","not","sig","GDPD5"
"282","ENSG00000137807",-1.15403592742644,5.31139501966284e-36,"KIF23",-1.16979772994941,3.62165064144584e-37,"KIF23","not","sig","KIF23"
"283","ENSG00000124635",1.51303871644824,5.69324581142012e-36,"HIST1H2BJ",1.56178283614082,1.38402110445583e-31,"HIST1H2BJ","not","sig","HIST1H2BJ"
"284","ENSG00000157985",-1.3135423888441,6.25897204714082e-36,"AGAP1",-1.18781315805432,3.90468288238639e-23,"AGAP1","not","sig","AGAP1"
"285","ENSG00000164136",3.86628776628308,1.04020187548099e-35,"IL15",3.90966584714875,4.28220261325877e-33,"IL15","not","sig","IL15"
"286","ENSG00000166710",1.71559213000533,1.19610386836017e-35,"B2M",1.69905960062043,7.75662965770717e-35,"B2M","not","sig","B2M"
"287","ENSG00000069493",2.83180045392096,1.20675408783852e-35,"CLEC2D",2.93652089546458,3.3766592753858e-36,"CLEC2D","not","sig","CLEC2D"
"288","ENSG00000164181",6.74981580209314,1.23697506453507e-35,"ELOVL7",7.14521602585846,8.55321772390828e-33,"ELOVL7","not","sig","ELOVL7"
"289","ENSG00000146232",2.89878023899454,2.2780448516937e-35,"NFKBIE",2.8857365945978,3.49863447946873e-35,"NFKBIE","not","sig","NFKBIE"
"290","ENSG00000176907",5.31407783375874,3.09892121129514e-35,"TCIM",5.34509513310176,1.59562241657986e-12,"TCIM","not","sig","TCIM"
