"","X","log2FoldChange_species_ref","padj_species_ref","SYMBOL_species_ref","log2FoldChange_human_ref","padj_human_ref","SYMBOL_human_ref","differs","significance","SYMBOL"
"260","ENSG00000141314",4.00159126671926,7.31282557636033e-29,"RHBDL3",4.06402611131609,8.96103748694712e-26,"RHBDL3","not","sig","RHBDL3"
"261","ENSG00000138035",1.40848254849043,8.35980329304852e-29,"PNPT1",1.41556113280205,6.70687527460464e-31,"PNPT1","not","sig","PNPT1"
"262","ENSG00000185215",2.55304823022591,1.58346877059891e-28,"TNFAIP2",2.56593684401796,1.41321413280642e-28,"TNFAIP2","not","sig","TNFAIP2"
"263","ENSG00000159403",1.87213436968369,1.5866738927438e-28,"C1R",2.01198320716518,9.47551790733266e-33,"C1R","not","sig","C1R"
"264","ENSG00000136048",1.43490529457614,1.70263297724116e-28,"DRAM1",1.40522641357362,1.10098488889441e-26,"DRAM1","not","sig","DRAM1"
"265","ENSG00000116663",2.05713763520755,1.70343167012291e-28,"FBXO6",2.0519389125208,4.63762181720845e-29,"FBXO6","not","sig","FBXO6"
"266","ENSG00000094804",-1.70070859001596,1.82508469122388e-28,"CDC6",-1.63531751749884,7.89065736636519e-27,"CDC6","not","sig","CDC6"
"267","ENSG00000161921",3.44494365243959,3.45964774152757e-28,"CXCL16",3.51744323015342,1.75627751962988e-29,"CXCL16","not","sig","CXCL16"
"268","ENSG00000134070",2.00423320628422,4.28670875644835e-28,"IRAK2",2.0734616019706,8.10257677843537e-27,"IRAK2","not","sig","IRAK2"
"269","ENSG00000174371",-2.15700389517251,6.84912569373973e-28,"EXO1",-2.06908390330987,2.85463070450823e-26,"EXO1","not","sig","EXO1"
"270","ENSG00000177084",-1.20188279870646,7.61911305052048e-28,"POLE",-1.14828344413098,1.51976989808428e-24,"POLE","not","sig","POLE"
"271","ENSG00000143337",1.18770396536927,8.28838831714454e-28,"TOR1AIP1",1.22119268299483,8.45069629482011e-30,"TOR1AIP1","not","sig","TOR1AIP1"
"272","ENSG00000168078",-1.72606634578119,9.10039614406438e-28,"PBK",-1.60334005860638,1.48716816961123e-23,"PBK","not","sig","PBK"
"273","ENSG00000111450",-1.18970048133798,1.82738875800112e-27,"STX2",-1.15590192033157,1.28039519878312e-27,"STX2","not","sig","STX2"
"274","ENSG00000100422",-1.06020249437142,2.87969448223334e-27,"CERK",-1.06374273903159,8.08455079043608e-30,"CERK","not","sig","CERK"
"275","ENSG00000075643",3.2184081508503,3.75359958021388e-27,"MOCOS",3.19427787372733,1.35263602501484e-29,"MOCOS","not","sig","MOCOS"
"276","ENSG00000169429",4.32426502778597,6.22218471314886e-27,"CXCL8",4.25705375156337,4.81915481884308e-27,"CXCL8","not","sig","CXCL8"
"277","ENSG00000123610",2.00878487313236,6.53333826107362e-27,"TNFAIP6",2.10294478828427,1.11944254892602e-29,"TNFAIP6","not","sig","TNFAIP6"
"278","ENSG00000185880",4.41618495767525,6.690076964878e-27,"TRIM69",3.57885951434063,2.18037327759707e-129,"TRIM69","not","sig","TRIM69"
"279","ENSG00000186871",-1.35144245421829,6.86455333562603e-27,"ERCC6L",-1.32900813355027,4.94313860668207e-26,"ERCC6L","not","sig","ERCC6L"
"280","ENSG00000118707",1.10490213278526,6.88162017623295e-27,"TGIF2",1.06448255319265,2.44823914934084e-22,"TGIF2","not","sig","TGIF2"
