"","X","log2FoldChange_species_ref","padj_species_ref","SYMBOL_species_ref","log2FoldChange_human_ref","padj_human_ref","SYMBOL_human_ref","differs","significance","SYMBOL"
"443","ENSG00000241106",6.94067968957933,6.8893512203533e-24,"HLA-DOB",5.45058138027107,3.4683115303027e-14,"HLA-DOB","not","sig","HLA-DOB"
"444","ENSG00000022267",-1.82496597807951,8.52272022197885e-24,"FHL1",-1.8180166947243,9.90622334387993e-24,"FHL1","not","sig","FHL1"
"445","ENSG00000121380",7.83277014069165,9.43577876578265e-24,"BCL2L14",7.91564400536392,7.43995020319277e-24,"BCL2L14","not","sig","BCL2L14"
"446","ENSG00000133030",-1.12392297701303,9.53879813518318e-24,"MPRIP",-1.14012877798497,5.05807922562336e-24,"MPRIP","not","sig","MPRIP"
"447","ENSG00000141434",7.88581323152648,9.95027258764312e-24,"MEP1B",8.07010262290487,2.69664056363977e-25,"MEP1B","not","sig","MEP1B"
"448","ENSG00000072062",-1.28478302430973,1.03290849026915e-23,"PRKACA",-1.11958069910325,3.40260088369007e-13,"PRKACA","not","sig","PRKACA"
"449","ENSG00000077522",6.60676580766554,1.25163156595989e-23,"ACTN2",6.84558006121033,4.28394406905388e-24,"ACTN2","not","sig","ACTN2"
"450","ENSG00000125868",-1.31318127271486,1.39503639731834e-23,"DSTN",-1.32267388316617,5.65502370680886e-25,"DSTN","not","sig","DSTN"
"451","ENSG00000139180",1.04265671782351,1.5563476263191e-23,"NDUFA9",1.03545383362339,3.41223306300701e-09,"NDUFA9","not","sig","NDUFA9"
"452","ENSG00000117152",2.2149186983374,1.56355557600914e-23,"RGS4",2.20931964099846,7.47865749537862e-24,"RGS4","not","sig","RGS4"
"453","ENSG00000189367",1.75009414794124,1.7604180250261e-23,"KIAA0408",-0.0469270852611704,0.979836879032152,"KIAA0408","different","nonsig","KIAA0408"
"454","ENSG00000095794",1.46996888222261,1.77057762376446e-23,"CREM",1.14813049848474,6.87090175385528e-17,"CREM","not","sig","CREM"
"455","ENSG00000170385",1.45253174472608,1.80164279653371e-23,"SLC30A1",1.71524455513423,7.7690578353751e-20,"SLC30A1","not","sig","SLC30A1"
"456","ENSG00000170340",1.72649279289572,2.14487677298694e-23,"B3GNT2",1.77468711179496,3.67120524350131e-18,"B3GNT2","not","sig","B3GNT2"
"457","ENSG00000242265",-1.72244149160851,2.45189978750236e-23,"PEG10",-1.65918438342994,2.90401425361542e-65,"PEG10","not","sig","PEG10"
"458","ENSG00000167034",2.22980073101591,2.5462002357292e-23,"NKX3-1",2.22245325683451,2.37221634453528e-23,"NKX3-1","not","sig","NKX3-1"
"459","ENSG00000106524",1.10879245238868,2.88755719513348e-23,"ANKMY2",1.10931290256719,8.95818127719777e-23,"ANKMY2","not","sig","ANKMY2"
"460","ENSG00000125430",1.44381183445251,3.33443256088337e-23,"HS3ST3B1",1.45785786026201,7.99236502850399e-20,"HS3ST3B1","not","sig","HS3ST3B1"
"461","ENSG00000185104",-0.870007857325173,3.75858952047075e-23,"FAF1",-0.911716291168618,2.44141093492309e-30,"FAF1","not","sig","FAF1"
"462","ENSG00000183765",1.43894098846209,4.90203063274739e-23,"CHEK2",1.59671385867346,1.26185826107296e-28,"CHEK2","not","sig","CHEK2"
"463","ENSG00000162777",2.10848314564147,5.41538166819101e-23,"DENND2D",2.13487432659211,2.53649713651922e-24,"DENND2D","not","sig","DENND2D"
"464","ENSG00000116117",-1.2720779210376,5.74784763005191e-23,"PARD3B",-1.39865010736137,2.13284423086232e-33,"PARD3B","not","sig","PARD3B"
"465","ENSG00000163132",1.82019077545228,6.24475516468051e-23,"MSX1",1.80976509850892,2.21729374537442e-27,"MSX1","not","sig","MSX1"
"466","ENSG00000062194",1.20150559289213,6.86116053237801e-23,"GPBP1",1.20860459233713,8.31036767276152e-27,"GPBP1","not","sig","GPBP1"
"467","ENSG00000112276",1.6624152595772,6.99953092985129e-23,"BVES",1.50874310516322,1.59080442909239e-23,"BVES","not","sig","BVES"
"468","ENSG00000116711",1.53745730844093,7.08430873770105e-23,"PLA2G4A",1.53164301842372,5.92919993793662e-24,"PLA2G4A","not","sig","PLA2G4A"
"469","ENSG00000135953",1.13564947115682,8.05463144519935e-23,"MFSD9",1.12240705227915,4.7460919342834e-21,"MFSD9","not","sig","MFSD9"
"470","ENSG00000145632",-1.14683830357036,8.99661235471486e-23,"PLK2",-1.14681693370389,2.58111118809072e-21,"PLK2","not","sig","PLK2"
"471","ENSG00000137842",1.40819357973486,1.28846064679567e-22,"TMEM62",1.42992565478545,1.11094603475294e-31,"TMEM62","not","sig","TMEM62"
"472","ENSG00000035403",-0.903518244131166,1.37585182801577e-22,"VCL",-0.901936052411372,1.81865850916043e-18,"VCL","not","sig","VCL"
"473","ENSG00000159128",1.49988894006149,1.58845259983942e-22,"IFNGR2",1.41732153859541,8.95482653794157e-21,"IFNGR2","not","sig","IFNGR2"
"474","ENSG00000213585",-0.850739345710049,1.8669808454276e-22,"VDAC1",-0.792286955339317,7.3183855000241e-18,"VDAC1","not","sig","VDAC1"
"475","ENSG00000116815",1.5614707782032,2.18651303783833e-22,"CD58",1.52410245812514,1.56054237463842e-22,"CD58","not","sig","CD58"
"476","ENSG00000131747",-1.27490073430606,2.19729345343344e-22,"TOP2A",-1.27746309433696,2.4024143535577e-24,"TOP2A","not","sig","TOP2A"
"477","ENSG00000137449",1.79206727551198,2.43817339433748e-22,"CPEB2",1.78292988388085,3.78899235387065e-26,"CPEB2","not","sig","CPEB2"
"478","ENSG00000138162",-1.25601007884996,2.7836667017777e-22,"TACC2",-1.27619768962812,7.06762953475425e-22,"TACC2","not","sig","TACC2"
"479","ENSG00000137393",2.01555997742741,2.79511866877498e-22,"RNF144B",1.96326503045784,2.5321703738412e-24,"RNF144B","not","sig","RNF144B"
"480","ENSG00000162692",3.76712855669659,2.9256087855665e-22,"VCAM1",3.77411198034706,1.29529485533498e-21,"VCAM1","not","sig","VCAM1"
"481","ENSG00000176890",-1.38179156539989,3.0853826727193e-22,"TYMS",-1.39666099454938,4.01443093795082e-24,"TYMS","not","sig","TYMS"
"482","ENSG00000151883",1.92458614680743,3.21700976556694e-22,"PARP8",1.77390825785311,7.35537280165718e-19,"PARP8","not","sig","PARP8"
"483","ENSG00000139998",-1.52967728873042,3.23568249149722e-22,"RAB15",-1.49490524824096,1.11128016744744e-19,"RAB15","not","sig","RAB15"
"484","ENSG00000148344",2.08420405800698,3.46614331797519e-22,"PTGES",2.0836943057842,3.27703031890658e-21,"PTGES","not","sig","PTGES"
"485","ENSG00000104321",7.20805450827725,3.96331727093973e-22,"TRPA1",7.19519483561657,2.9684215604345e-22,"TRPA1","not","sig","TRPA1"
"486","ENSG00000265972",1.58784870785722,4.0863253695069e-22,"TXNIP",1.58584155279582,3.06425883893259e-23,"TXNIP","not","sig","TXNIP"
"487","ENSG00000155629",6.4146471677548,5.11991399194934e-22,"PIK3AP1",6.38998001997651,1.1097016511997e-21,"PIK3AP1","not","sig","PIK3AP1"
"488","ENSG00000158859",2.9298737048404,5.13823997408455e-22,"ADAMTS4",2.86774273259454,3.55828843496189e-21,"ADAMTS4","not","sig","ADAMTS4"
"489","ENSG00000125266",-1.4389745818067,5.17845675354771e-22,"EFNB2",-1.42610674941899,8.0820354250917e-22,"EFNB2","not","sig","EFNB2"
"490","ENSG00000173391",7.41548413916967,5.42731330642352e-22,"OLR1",6.04862924749968,8.73958441895114e-28,"OLR1","not","sig","OLR1"
"491","ENSG00000108342",7.68777946847186,5.45139757222075e-22,"CSF3",7.64886842239625,6.06858741356885e-21,"CSF3","not","sig","CSF3"
"492","ENSG00000077063",2.8363676258319,5.73710765867729e-22,"CTTNBP2",2.79967664133246,1.40639849120015e-20,"CTTNBP2","not","sig","CTTNBP2"
"493","ENSG00000164430",1.38512000870781,6.22876620797909e-22,"CGAS",1.34395879701142,4.76856901210937e-22,"CGAS","not","sig","CGAS"
"494","ENSG00000060491",1.83982242560155,6.23073902636925e-22,"OGFR",1.81536625856428,4.05221328064206e-19,"OGFR","not","sig","OGFR"
"495","ENSG00000110906",-0.905385766536148,7.01268003400426e-22,"KCTD10",-0.882459583590892,7.29515469514506e-18,"KCTD10","not","sig","KCTD10"
"496","ENSG00000110492",2.92093093197445,7.64717972982552e-22,"MDK",2.98052885084171,2.63723416520959e-22,"MDK","not","sig","MDK"
"497","ENSG00000007968",-2.36475305759538,7.8519944477141e-22,"E2F2",-2.38199278394919,5.28866574559633e-22,"E2F2","not","sig","E2F2"
"498","ENSG00000262406",4.39588824565327,8.15179871072231e-22,"MMP12",4.38615270090919,3.74692554883198e-22,"MMP12","not","sig","MMP12"
"499","ENSG00000133328",7.45774718239647,8.15593154668823e-22,"HRASLS2",7.44496338501527,1.59310679032608e-21,"HRASLS2","not","sig","HRASLS2"
"500","ENSG00000112118",-1.2910033496765,8.9272213050739e-22,"MCM3",-1.2505766819905,1.01906287691711e-20,"MCM3","not","sig","MCM3"
