"","X","log2FoldChange_species_ref","padj_species_ref","SYMBOL_species_ref","log2FoldChange_human_ref","padj_human_ref","SYMBOL_human_ref","differs","significance","SYMBOL"
"95","ENSG00000067066",2.08631537252947,2.40662411654514e-59,"SP100",2.05883062116112,1.22254503752954e-64,"SP100","not","sig","SP100"
"96","ENSG00000197646",1.95899450754048,8.43352584672238e-57,"PDCD1LG2",1.92794303820741,2.7197636502184e-57,"PDCD1LG2","not","sig","PDCD1LG2"
"97","ENSG00000055332",2.58606586508907,1.22748500668482e-56,"EIF2AK2",2.67235353828534,6.73139286953248e-68,"EIF2AK2","not","sig","EIF2AK2"
"98","ENSG00000111335",5.85581316651258,4.38223320603879e-56,"OAS2",5.95534769957927,1.35899936445589e-65,"OAS2","not","sig","OAS2"
"99","ENSG00000176907",4.97050145022573,1.28450068625527e-55,"TCIM",4.15215861850486,8.94998369121932e-29,"TCIM","not","sig","TCIM"
"100","ENSG00000154229",-1.7291935424219,3.55480166862135e-55,"PRKCA",-1.96210362199949,2.09216236363393e-112,"PRKCA","not","sig","PRKCA"
"101","ENSG00000184588",2.67874588475091,5.79268903553462e-55,"PDE4B",2.67172414202564,1.20424297367191e-57,"PDE4B","not","sig","PDE4B"
"102","ENSG00000164342",2.83660615769136,1.1152087763979e-54,"TLR3",2.83222705228018,1.3255149974216e-59,"TLR3","not","sig","TLR3"
"103","ENSG00000185404",2.44724115809131,1.23946828143921e-54,"SP140L",2.47147665729387,1.24102006172753e-62,"SP140L","not","sig","SP140L"
"104","ENSG00000204264",3.38657812593196,1.49908161813199e-54,"PSMB8",3.49564381888577,1.05135281977402e-59,"PSMB8","not","sig","PSMB8"
"105","ENSG00000152767",-2.04312261414667,4.97716607089953e-54,"FARP1",-1.94780887663589,3.98606544745887e-56,"FARP1","not","sig","FARP1"
"106","ENSG00000107485",3.36946918499801,2.05259435793603e-53,"GATA3",3.38347096700353,1.41639251732097e-50,"GATA3","not","sig","GATA3"
"107","ENSG00000166710",2.54006409280627,3.18237711573633e-53,"B2M",2.54146918252729,6.5761833072504e-53,"B2M","not","sig","B2M"
"108","ENSG00000035403",-1.02041194528883,5.35354243403971e-53,"VCL",-1.02311095804251,5.0951092997399e-54,"VCL","not","sig","VCL"
"109","ENSG00000156869",2.20359876064956,1.2113353787491e-52,"FRRS1",2.28460690561803,2.12620960011341e-44,"FRRS1","not","sig","FRRS1"
"110","ENSG00000148344",3.52869724517153,5.54740780971631e-52,"PTGES",3.54058227514733,6.77600123650938e-52,"PTGES","not","sig","PTGES"
"111","ENSG00000117228",3.04203279795002,5.97178259896748e-52,"GBP1",3.06647937661007,3.90410719176453e-57,"GBP1","not","sig","GBP1"
"112","ENSG00000185507",7.83046243514966,2.1893741240471e-51,"IRF7",7.84531755436138,2.77046751254283e-45,"IRF7","not","sig","IRF7"
"113","ENSG00000162645",3.09991632596653,2.20778176877776e-51,"GBP2",3.10819022582698,2.11138099165687e-52,"GBP2","not","sig","GBP2"
"114","ENSG00000138755",8.72346806864288,3.23562313159317e-51,"CXCL9",9.69315734878354,8.51647289616234e-279,"CXCL9","not","sig","CXCL9"
"115","ENSG00000119938",2.56286099026801,7.24489422814331e-51,"PPP1R3C",2.56016355217525,3.81637329630825e-52,"PPP1R3C","not","sig","PPP1R3C"
"116","ENSG00000182179",4.18176965622651,2.79423166520643e-50,"UBA7",4.16237118385633,6.01353502342677e-50,"UBA7","not","sig","UBA7"
"117","ENSG00000173786",1.77002486812752,4.72932971220169e-50,"CNP",1.76053840088333,1.90864369508796e-48,"CNP","not","sig","CNP"
"118","ENSG00000198431",-1.41880447176334,5.69888994920651e-50,"TXNRD1",-1.41904522591652,2.27497507430066e-62,"TXNRD1","not","sig","TXNRD1"
