"","X","log2FoldChange_human_ref","padj_human_ref","SYMBOL_human_ref","log2FoldChange_species_ref","padj_species_ref","SYMBOL_species_ref","differs","significance","SYMBOL"
"289","ENSG00000076067",1.8707629946103,8.81999162108917e-44,"RBMS2",1.85943380691236,6.0643666181254e-42,"RBMS2","not","sig","RBMS2"
"290","ENSG00000137393",3.80893929535508,9.4930348123938e-44,"RNF144B",3.73003064219842,2.3099602397966e-43,"RNF144B","not","sig","RNF144B"
"291","ENSG00000021355",1.84688535908684,1.20746953613112e-43,"SERPINB1",1.82910728932788,2.18795605629514e-43,"SERPINB1","not","sig","SERPINB1"
"292","ENSG00000023171",1.96405359206096,1.7222259551791e-43,"GRAMD1B, LOC100128242",2.19008347200771,4.49942833556946e-49,"GRAMD1B, LOC100128242","not","sig","GRAMD1B, LOC100128242"
"293","ENSG00000137821",-2.21719477749862,2.60018394785725e-43,"LRRC49",-2.26079670846471,7.19195755364307e-44,"LRRC49","not","sig","LRRC49"
"294","ENSG00000166278",2.85018176687801,7.63852093930776e-43,"C2",3.07362414152573,4.31544935954587e-54,"C2","not","sig","C2"
"295","ENSG00000255690",3.80851492382271,8.81697910906337e-43,"TRIL",3.78367778154608,5.97528576294971e-42,"TRIL","not","sig","TRIL"
"296","ENSG00000155629",5.73154495011991,1.03382151239166e-42,"PIK3AP1",5.85773070067254,1.2170792977296e-45,"PIK3AP1","not","sig","PIK3AP1"
"297","ENSG00000138623",3.08293644522194,1.14827103252333e-42,"SEMA7A",3.12343288327787,4.92199881294642e-43,"SEMA7A","not","sig","SEMA7A"
"298","ENSG00000151276",-1.65241288137212,1.30979924523981e-42,"MAGI1",-1.57015039847233,1.74896982962293e-37,"MAGI1","not","sig","MAGI1"
"299","ENSG00000147251",-2.65541773086702,1.8101071166661e-42,"DOCK11",-2.71441226370606,3.02778252629158e-42,"DOCK11","not","sig","DOCK11"
"300","ENSG00000174951",7.15446990606996,2.38524347225554e-42,"FUT1",7.11304676048759,2.09791295053131e-37,"FUT1","not","sig","FUT1"
"301","ENSG00000102081",1.83538359678836,2.4361355883296e-42,"FMR1",1.82583129346996,3.79895313535486e-41,"FMR1","not","sig","FMR1"
"302","ENSG00000187764",3.47315581670257,3.55727261802847e-42,"SEMA4D",3.51734650903511,2.69155878777994e-43,"SEMA4D","not","sig","SEMA4D"
"303","ENSG00000174808",3.98839705052821,3.67845483490184e-42,"BTC",4.01448536281805,5.46794998860656e-38,"BTC","not","sig","BTC"
"304","ENSG00000150630",1.77014885830961,4.99514882163458e-42,"VEGFC",1.69951547924684,1.00363881487972e-37,"VEGFC","not","sig","VEGFC"
"305","ENSG00000138443",-1.5669074702999,5.63473717040151e-42,"ABI2",-1.34065303104494,1.18275250575364e-26,"ABI2","not","sig","ABI2"
"306","ENSG00000108039",1.13600437507442,5.74902014397248e-42,"XPNPEP1",1.12812936691088,3.99582966140168e-42,"XPNPEP1","not","sig","XPNPEP1"
"307","ENSG00000137571",4.714429634296,8.14419921012779e-42,"SLCO5A1",4.77597731706765,9.90757085602507e-44,"SLCO5A1","not","sig","SLCO5A1"
"308","ENSG00000164484",-2.9079067125317,1.05224354940065e-41,"TMEM200A",-2.72962236914981,4.46839541516196e-36,"TMEM200A","not","sig","TMEM200A"
"309","ENSG00000132744",9.65566949195044,1.25441666948946e-41,"ACY3",9.94114657827139,2.13349439646816e-44,"ACY3","not","sig","ACY3"
"310","ENSG00000198189",1.70712698070928,1.25441666948946e-41,"HSD17B11",1.64733825819977,7.50900046100174e-37,"HSD17B11","not","sig","HSD17B11"
"311","ENSG00000215301",1.22593366594658,1.3169546045647e-41,"DDX3X",0.606341773355297,0.00750986824328735,"DDX3X","different","sig","DDX3X"
"312","ENSG00000057252",1.84307094462392,1.33663019871646e-41,"SOAT1",1.79800318194228,1.7937428601716e-39,"SOAT1","not","sig","SOAT1"
"313","ENSG00000065882",1.28430992176102,1.97178204790229e-41,"TBC1D1",1.26352974052209,3.58076211857289e-40,"TBC1D1","not","sig","TBC1D1"
"314","ENSG00000125144",4.08820460605582,2.08097234063598e-41,"MT1G",-0.318809047445666,0.874655077839852,"MT1G","different","nonsig","MT1G"
"315","ENSG00000196569",-1.74825353739596,2.08097234063598e-41,"LAMA2",-1.75809317732349,1.56529711068269e-41,"LAMA2","not","sig","LAMA2"
"316","ENSG00000136478",-1.41896630629431,2.49311161000031e-41,"TEX2",-1.43337749472127,1.25512318379394e-40,"TEX2","not","sig","TEX2"
"317","ENSG00000142677",3.06022659764617,2.65520692462957e-41,"IL22RA1",3.05810461364897,9.33898054927078e-42,"IL22RA1","not","sig","IL22RA1"
"318","ENSG00000266094",2.70321315803359,2.91755427334397e-41,"RASSF5",2.66918454184988,1.04262517558739e-41,"RASSF5","not","sig","RASSF5"
"319","ENSG00000152784",3.3701376299027,3.24159301398848e-41,"PRDM8",3.37023435893468,1.01209196597038e-28,"PRDM8","not","sig","PRDM8"
"320","ENSG00000157168",-3.73976366143674,4.03296945551281e-41,"NRG1",-3.69080114664114,5.59653948867026e-40,"NRG1","not","sig","NRG1"
"321","ENSG00000104368",2.54873966810042,7.08530985679596e-41,"PLAT",2.51047597817724,1.00188093270303e-40,"PLAT","not","sig","PLAT"
